Month,Day,Weekday,Hour,Accident_Duration(min)_standardized,Distance(mi)_standardized,Temperature(F)_standardized,Humidity(%)_standardized,Pressure(in)_standardized,Visibility(mi)_standardized,Wind_Speed(mph)_standardized,Precipitation(in)_standardized,Longitude_standardized,Latitude_standardized,Street_frequency-encoded,City_frequency-encoded,County_frequency-encoded,Zipcode_frequency-encoded,Source_label-encoded,State_label-encoded,Timezone_label-encoded,Wind_Direction_label-encoded,Weather_Condition_label-encoded,Crossing_label-encoded,Junction_label-encoded,Station_label-encoded,Stop_label-encoded,Traffic_Signal_label-encoded,Sunrise_Sunset_label-encoded,Civil_Twilight_label-encoded,Nautical_Twilight_label-encoded,Astronomical_Twilight_label-encoded,Year_label-encoded
5,25,4,12,-0.570257308555106,-0.5304735181015928,0.5077696189947408,-0.7694396984259882,0.84464837035979,0.3424594946260341,1.2778905787160304,-0.0747687294803286,-1.3600819710803433,-0.5757957782545686,3.8657388377220396,4.135396576099284,2.994103008507704,1.3053528788854984,1,3,3,4,1,0,0,0,0,0,0,0,0,0,2
3,31,4,13,1.3567793394405223,-0.23912739285340703,-0.9666213984415106,1.54694657099385,-1.7316356632210634,-2.024404867499516,1.1181152068908589,-0.0747687294803286,0.5741247015669717,1.5543051249464603,0.1950608437950309,0.33962425326524004,0.597668502884258,0.11056830407242922,0,20,1,5,1,0,0,0,0,0,0,0,0,0,7
6,13,5,22,1.0229041582293785,-0.5304735181015928,0.4510622721702696,-0.3152463122652357,-0.046216201999946464,0.3424594946260341,0.2051130821755926,-0.0747687294803286,0.8661691572546969,0.02481284125728321,4.933367976735875,1.5114615793745272,0.4065513825591646,0.6191557647866494,0,25,1,1,1,0,0,0,0,0,1,1,1,1,4
8,23,4,2,-0.8884001513845728,2.2324589030020356,0.9047210467660393,0.13894707389551691,-1.490861454475186,0.3424594946260341,-1.62089116725494,-0.0747687294803286,0.5391932467202817,-0.41586312146272425,3.4662179845030283,4.298410063736244,2.4252655479121192,2.0314387986174323,0,9,1,0,0,0,1,0,0,0,1,1,1,1,3
10,31,3,0,-0.8744158506008601,-0.5304735181015928,-1.9873536412819923,1.5015272323777746,0.57979674073933,0.3424594946260341,-0.25138798018204056,-0.0747687294803286,-1.6863042001430846,2.2452090722895353,0.6214039579048638,0.9207817846878794,0.28576914084573013,0.3836628531575726,1,45,3,6,0,0,0,0,0,0,1,1,1,1,3
4,1,0,21,-0.890148188982537,1.9022666277207587,-0.5129626238457409,1.4106885551456243,-0.16660330637287665,-0.44649529274914923,-0.4796385113608571,0.30720092149152145,-1.7012000520482549,1.8825646362338193,0.73088827286364,3.4008810992379908,0.5379311795374205,0.8096263081429467,0,35,3,2,4,0,0,0,0,0,1,1,1,1,3
1,1,5,19,-0.404193736748516,-0.5304735181015928,-0.7397920111436257,0.502301782824119,0.6761064242376775,0.3424594946260341,-1.62089116725494,-0.0747687294803286,-1.4238797689538198,-0.3460407859858456,6.0318325238012935,5.166284033806421,4.40595014571415,2.5917986334667718,1,3,3,0,0,0,0,0,0,0,1,1,1,1,6
9,2,4,18,-0.893993871698058,-0.5304735181015928,2.3791120642022907,-2.3591165499886224,-1.2741646666038995,0.3424594946260341,0.2051130821755926,-0.0747687294803286,-1.4633477160369612,-0.07760967367181784,1.214685496465434,3.274722025802392,1.9015175572286278,1.4615235076286328,1,3,3,4,0,0,0,0,0,0,0,0,0,0,6
8,25,3,8,-0.872667813002896,-0.5304735181015928,0.9047210467660393,0.3660437669758932,-1.057467878732613,0.3424594946260341,-0.9361395737184902,-0.0747687294803286,-0.23084788111318238,-1.098073156562877,1.3350021528723173,4.760757039162297,3.1287919333004637,2.6540253114082115,1,41,0,2,0,1,0,0,0,1,0,0,0,0,6
5,16,5,21,1.273572749777431,0.7708725080069706,-0.28613323654785605,0.6839791372884201,1.0613451582310764,0.3424594946260341,1.3463657380696754,-0.0747687294803286,1.2121523372069027,1.1028850432183475,3.4108952341295855,1.3092045978357068,1.121128950080874,1.3961774964819385,0,5,1,1,0,0,0,0,0,0,1,1,1,0,4
11,30,1,7,0.03456370034047426,-0.5304735181015928,0.11081819122344239,0.41146310559196847,0.8687257912343812,0.3424594946260341,-1.62089116725494,-0.0747687294803286,0.788892210268569,-1.9890131592167373,2.065889862552013,5.269249391113456,3.816666533551717,2.1607061685551696,1,8,1,0,0,0,0,0,0,0,0,0,0,0,5
6,19,4,14,-0.8649764475718539,-0.5304735181015928,1.641916555484165,-0.8602783756581388,-1.5630937170989507,0.3424594946260341,0.4333636133544092,-0.0747687294803286,-0.2770768336275077,-1.2507383830019423,1.5393466934460756,3.78796637403965,2.148467185628351,1.2839982768292022,0,41,0,5,1,0,0,0,0,1,0,0,0,0,4
6,8,2,10,0.1310553757480927,-0.1420120177706784,0.3943549253457984,1.54694657099385,-0.35922267336958036,0.3424594946260341,-0.9361395737184902,0.05255448751028808,0.10087098984230344,-0.07243367327998718,0.1950608437950309,0.04168930186366947,0.035704945387022714,0.07505344265883762,0,1,0,1,4,0,0,0,0,0,0,0,0,0,6
3,23,0,17,-0.2356829123047764,-0.5304735181015928,0.1675255380479136,1.0019145076009468,0.8928032121089639,-0.44649529274914923,-0.023137449003223964,-0.0747687294803286,0.8082604940986212,-0.5840896064381174,0.35821266705689175,0.6498564275160148,1.0550177417911153,0.5541418018189812,0,38,1,7,1,0,0,0,0,0,0,0,0,0,4
7,4,0,13,1.1047123178140987,-0.5304735181015928,1.074843087239453,-1.586987793515343,0.07417090237299229,-0.05201789906155757,0.2051130821755926,-0.0747687294803286,-1.600519660463877,0.7077174971633576,0.6214039579048638,0.15724475809503005,0.6596915052040169,0.271375105909815,1,3,3,5,0,0,0,0,0,0,0,0,0,0,6
1,1,2,4,-0.5737533837510341,-0.5304735181015928,-0.6830846643191545,-0.6331816825777625,0.57979674073933,0.3424594946260341,0.4333636133544092,-0.0747687294803286,-1.4816248256749955,-0.2711278836967645,1.0778871305590905,0.6826531025139082,1.5900496308035803,1.0269946972706725,1,3,3,3,1,0,0,0,0,0,1,1,1,1,4
11,11,4,7,0.16741455778574607,-0.38480045547749997,0.280940231696856,1.365269216529549,-0.3351452524949892,-0.840972686436741,0.6616141445332258,-0.0747687294803286,0.5434899338556668,-1.0524175710975223,0.6214039579048638,0.3840886106910758,0.035704945387022714,0.3290942195057473,0,8,1,5,1,0,0,0,0,0,0,0,0,0,6
4,16,3,22,-1.1796232152053927,-0.5304735181015928,-0.6263773174946833,1.54694657099385,0.14640316499675726,-0.44649529274914923,-0.4796385113608571,-0.0747687294803286,-1.6746445845764057,0.48960736068748417,0.1950608437950309,1.748610318257908,1.7786392601312742,1.929287423198955,0,3,3,4,1,0,0,0,0,0,1,1,1,1,4
11,10,2,7,1.4822884389743454,0.20274756377300815,-0.059303849249971244,1.365269216529549,0.6520290033630949,0.3424594946260341,-0.4796385113608571,-0.0747687294803286,0.7105337881584509,-1.4281948809110656,0.73088827286364,0.8040374523328229,3.774524444447982,1.169797448891617,0,8,1,2,0,1,0,0,0,0,0,0,0,0,5
9,7,2,8,-0.8758142806792313,-0.5304735181015928,0.6778916594681544,1.54694657099385,-0.9370807743596744,0.3424594946260341,-0.25138798018204056,-0.0747687294803286,-0.22285561674699897,-1.0624140964974202,0.1950608437950309,1.7336836034387957,3.1287919333004637,2.254929640719108,1,41,0,7,0,0,0,0,0,0,0,0,0,0,6
1,2,2,13,-0.8681229152481893,0.7757282767611071,-0.9042433169345921,0.09352773527944165,1.1817322626040152,0.3424594946260341,-0.2970380864178039,-0.0747687294803286,0.93809018595183,0.5043443544544001,2.678913196162,1.8964012757237847,0.413787251772776,1.1818225789115517,0,43,1,5,1,0,0,0,0,0,0,0,0,0,3
5,11,2,7,-0.8709197754049318,-0.5304735181015928,-0.28613323654785605,-1.6324071321314182,1.2058096834786063,0.3424594946260341,2.0311173316061253,-0.0747687294803286,1.1565586731616304,1.0163928041287185,2.1694944698891523,3.249445112908878,1.6546297064291793,0.9986883248915797,1,32,1,3,1,0,0,0,0,0,0,0,0,0,6
9,4,2,6,-0.8223243301815298,-0.5304735181015928,0.564476965819212,0.5931404600562695,-0.14252588549829404,0.3424594946260341,-0.023137449003223964,-0.0747687294803286,-1.4284210236069068,-0.3672237333783542,1.7089363257509278,0.671839952009992,4.40595014571415,1.0129416640771987,0,3,3,4,1,0,0,0,0,1,1,0,0,0,3
6,7,1,10,-0.2276419393541415,-0.5304735181015928,0.9047210467660393,-0.17898829641700992,-0.35922267336958036,0.3424594946260341,0.6616141445332258,-0.0747687294803286,0.8784962661675996,-0.012448148212654933,1.9502973853889753,4.6726350679348645,3.2264843791608167,3.021614920866232,1,25,1,5,1,0,0,0,0,1,0,0,0,0,6
6,29,2,4,-0.26295229883301635,-0.5304735181015928,0.9614283935905105,0.6839791372884201,0.7483386868614424,0.3424594946260341,0.4333636133544092,-0.0747687294803286,0.6420828188409572,-1.591964680388832,1.7089363257509278,2.7848673939334074,2.2097376066553553,1.2054475331485908,1,8,1,6,0,0,0,0,0,1,1,1,1,1,6
12,28,4,8,-0.8814080009927164,-0.5304735181015928,-1.8229023354910259,1.54694657099385,1.3261967878515366,-2.813359654874699,-0.25138798018204056,0.05255448751028808,1.2962833309833572,1.4475543736079841,3.9312235775307784,0.3840886106910758,0.2552623145771266,0.6191557647866494,1,28,1,0,4,0,0,0,0,0,0,0,0,0,2
4,1,2,16,-1.1796232152053927,-0.5304735181015928,-0.5129626238457409,-0.6786010211938378,-0.28699041074581544,0.3424594946260341,1.3463657380696754,-0.0747687294803286,0.9526029537091107,0.3518103651458102,1.6277322900630347,3.9999654586695215,1.7244050277947025,2.3742282858282224,0,43,1,2,1,0,0,0,0,1,0,0,0,0,4
9,20,3,13,-0.9062301348838068,2.8539973035314996,1.4831359843756458,-0.4515043281134615,0.41125479461721737,0.3424594946260341,0.22793813529347418,-0.0747687294803286,0.34830687623676354,1.1503534535679634,5.617443669787864,0.5444723095630181,2.408077438807185,0.7377307015158273,0,12,0,5,1,0,0,0,0,0,0,0,0,0,2
6,16,1,17,-0.7607934067331933,-0.5304735181015928,0.1675255380479136,-0.13356895780093464,-0.2629129898712328,0.3424594946260341,1.1181152068908589,-0.0747687294803286,0.7078269350837587,1.1418778052021312,0.8295598670563535,2.528652885014363,1.22990701653588,0.7189190764437426,0,33,1,3,0,0,0,0,1,0,0,0,0,0,4
5,6,3,6,-0.8719685979637102,-0.5304735181015928,-0.7397920111436257,0.6385597986723448,-0.5036871986171018,0.3424594946260341,-1.62089116725494,-0.0747687294803286,0.4141175501559573,0.045263330127951196,3.550060807445807,2.744646465026646,2.984039990004661,3.03855936732564,1,40,0,0,1,0,0,0,0,0,0,0,0,0,5
6,15,1,9,2.5877474159268448,1.0379397894844737,0.5077696189947408,0.32062442835981797,-0.11844846462370287,0.3424594946260341,-0.25138798018204056,-0.0747687294803286,1.0567360973541353,0.7824420074563374,6.310730609570797,1.5114615793745272,1.132906220420195,1.8155013844629029,0,7,1,9,0,0,0,0,0,0,0,0,0,0,5
8,16,1,13,-0.8695213453265606,-0.5304735181015928,0.5077696189947408,-0.49692366672953675,-0.2629129898712328,0.3424594946260341,0.6616141445332258,-0.0747687294803286,-1.6336202565055238,0.2391439856422252,0.1950608437950309,1.2859451507224287,1.4164517338577185,1.756722459588259,2,3,3,5,0,1,0,0,0,0,0,0,0,0,6
4,7,2,19,1.216936331603394,0.9019782643686541,0.054110844398971174,-0.724020359809913,0.3630999528680436,0.3424594946260341,-0.023137449003223964,-0.0747687294803286,1.0030903197909833,0.3494474993596134,0.6214039579048638,0.6273787439670814,0.6690443080132883,0.9086187335964875,0,43,1,1,0,0,0,0,0,0,1,0,0,0,5
5,1,1,15,-0.25071603564726774,-0.5304735181015928,0.45673300685271645,-1.6324071321314182,0.6761064242376775,0.3424594946260341,1.528966163012729,-0.0747687294803286,1.160530180166022,0.9757345852068829,3.188893730357743,1.5707095751400542,1.9823073339133277,0.7189190764437426,1,32,1,5,1,1,0,0,0,1,0,0,0,0,2
5,19,1,15,-1.1796232152053927,-0.5304735181015928,-0.059303849249971244,-0.2698269736491604,0.6279515824885037,0.3424594946260341,0.4333636133544092,-0.0747687294803286,-1.6773899435319435,1.9424481986140438,0.9193638171481279,3.607280206288977,1.8862008341609906,1.3365533526497053,0,35,3,4,1,1,1,0,0,0,0,0,0,0,4
5,19,3,5,-0.5569722228105788,-0.5304735181015928,-0.0025965024255000337,0.5931404600562695,-1.9483324510923496,0.3424594946260341,-1.62089116725494,-0.0747687294803286,0.7024594592226865,-0.1343025208707149,0.1950608437950309,1.7223405071306919,0.9297876012451993,1.8829453459945928,1,38,1,0,0,0,0,0,0,0,1,1,0,0,6
9,5,0,15,-0.5503296799383152,-0.5304735181015928,0.8933795774011449,-1.223633084586741,0.07417090237299229,0.3424594946260341,1.0039899413014506,-0.0747687294803286,-1.3485777148368305,-0.5969020544858729,3.5983668802776254,0.5194650320046327,2.994103008507704,0.5314960019691614,1,3,3,4,0,0,1,0,0,0,0,0,0,0,0
12,31,1,15,-0.8950426942568366,-0.5304735181015928,0.9047210467660393,-0.08814961918485939,0.57979674073933,0.3424594946260341,0.6616141445332258,-0.0747687294803286,0.7883734553248248,-1.968315530317357,6.287774239970398,5.269249391113456,3.816666533551717,2.7280039598771295,0,8,1,2,1,0,0,0,0,0,0,0,0,0,3
9,19,1,21,-0.8737166355616746,-0.5304735181015928,1.1882577808883954,-0.042730280568784126,-0.19068072724746782,0.3424594946260341,2.053942384724007,-0.0747687294803286,-0.21379064707282386,-0.032632777342524906,1.2766522465023282,1.11993971039547,2.212525783253778,1.2510862027674623,1,34,0,5,0,0,0,0,0,0,1,1,1,1,1
7,26,2,16,-0.8716189904441174,-0.5304735181015928,1.925453289606521,-1.3144717618188915,0.45940963636639115,0.3424594946260341,0.7529143570047525,-0.0747687294803286,-0.17003652501784605,-0.5735980043973014,4.020119687456467,4.965626316630032,3.3753003192907394,2.279157570076671,1,41,0,5,1,0,0,0,0,0,0,0,0,0,1
5,27,2,22,-0.8649764475718539,-0.5304735181015928,1.7553312491331075,-2.495374565836848,-2.791042181702904,0.3424594946260341,1.1181152068908589,-0.0747687294803286,-1.0740765500775296,-0.41772911829514475,0.1950608437950309,1.4484809468920554,2.7302322494420888,0.6997467784501404,0,2,2,4,0,0,0,0,0,0,1,1,1,1,4
8,24,2,6,-0.8863025062670159,-0.5304735181015928,1.8120385959575787,-0.8602783756581388,0.3390225319934524,0.3424594946260341,-0.4796385113608571,-0.0747687294803286,0.7035756070629131,-1.8560424639134554,0.1950608437950309,1.243892085522539,2.1412318892162006,1.7014063423679013,1,8,1,1,1,0,0,0,0,0,1,0,0,0,6
1,21,5,8,0.22195333084222602,1.7128916463094384,-2.4977197627022334,1.2290112006813232,-2.285416343336575,-2.813359654874699,-0.9361395737184902,-0.0747687294803286,-0.04786619299235727,1.9239515299059031,1.4423849534068884,0.15724475809503005,0.27478312803662147,0.271375105909815,0,21,0,7,3,0,0,0,0,0,0,0,0,0,7
1,15,2,10,-0.9125230702364775,-0.5304735181015928,-0.0025965024255000337,1.0019145076009468,-0.6963065656138054,-0.840972686436741,-1.62089116725494,-0.0747687294803286,0.6785630464244202,-0.23661789532000232,1.2766522465023282,1.0176465649361888,0.8676469004743095,1.443284842235235,0,38,1,0,1,0,0,0,0,0,0,0,0,0,4
1,15,1,23,-0.8723182054833032,1.8342858651628486,-1.9363170291399683,1.365269216529549,0.43533221549180856,-2.6161209580309035,1.528966163012729,-0.0747687294803286,0.565429341886304,1.521656951338781,0.6214039579048638,0.556745280513337,0.12297847372101585,0.14486499946170545,0,20,1,7,1,0,0,0,0,0,1,1,1,1,3
7,1,4,17,-1.2642282349468552,1.0670744020092928,1.0181357404149818,-0.9965363915063646,0.07417090237299229,0.3424594946260341,0.2051130821755926,-0.0747687294803286,-1.412156325388577,-0.3801923117907454,4.12639114121,2.129096527714865,4.40595014571415,2.6784061795370846,0,3,3,5,0,0,0,0,0,0,0,0,0,0,6
10,7,6,15,3.540078299297689,-0.3022523866571806,-0.16704780821646645,-1.405310439051042,0.8928032121089639,0.3424594946260341,-0.2970380864178039,-0.0747687294803286,-1.5947730497760266,1.7901314774531782,0.35821266705689175,0.021061884937409858,2.243464931447293,0.03823068353318796,0,35,3,2,0,0,0,0,0,0,0,0,0,0,2
